Request ID,Department,Request Type,Priority,Status,Ward,Date Opened,Date Closed,Channel,Citizen Satisfaction,Resolution Days,Target Days,Resolved Within Target,Opened Month,Opened Year,Opened Quarter,Is Closed
SR-2025-01598,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 4,2025-11-29,2025-12-04,Mobile App,5.0,5.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01599,Water Services,Water Quality Concern,High,In Progress,Ward 3,2025-03-19,,Web,,,7,Pending,2025-03,2025,1,No
SR-2025-01600,Parks and Recreation,Grass Cutting,Medium,Open,Ward 1,2025-08-10,,Email,,,10,Pending,2025-08,2025,3,No
SR-2025-01601,By-law Enforcement,Parking Complaint,Low,Open,Ward 1,2025-01-10,,Phone,,,14,Pending,2025-01,2025,1,No
SR-2025-01602,Waste Management,Green Bin Issue,Low,Open,Ward 3,2025-10-27,,In Person,,,14,Pending,2025-10,2025,4,No
SR-2025-01603,Water Services,Low Water Pressure,High,Closed,Ward 2,2025-07-01,2025-07-07,Phone,5.0,6.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01604,Parks and Recreation,Park Equipment Damage,Medium,Closed,Ward 5,2025-10-01,2025-10-03,Mobile App,5.0,2.0,10,Yes,2025-10,2025,4,Yes
SR-2025-01605,Public Works,Sidewalk Damage,High,In Progress,Ward 2,2025-12-03,,Phone,,,7,Pending,2025-12,2025,4,No
SR-2025-01606,Waste Management,Recycling Issue,Medium,Closed,Ward 4,2025-04-22,2025-04-29,Web,1.0,7.0,10,Yes,2025-04,2025,2,Yes
SR-2025-01607,Water Services,Water Leak,Medium,Open,Ward 4,2025-04-17,,Web,,,10,Pending,2025-04,2025,2,No
SR-2025-01608,Water Services,Water Quality Concern,Medium,Closed,Ward 2,2025-07-14,2025-07-17,In Person,2.0,3.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01609,By-law Enforcement,Noise Complaint,Low,Closed,Ward 3,2025-09-08,2025-09-22,Email,4.0,14.0,14,Yes,2025-09,2025,3,Yes
SR-2025-01610,Parks and Recreation,Park Equipment Damage,Critical,Open,Ward 4,2025-07-04,,Mobile App,,,3,Pending,2025-07,2025,3,No
SR-2025-01611,By-law Enforcement,Noise Complaint,Critical,Closed,Ward 1,2025-07-14,2025-07-17,Mobile App,4.0,3.0,3,Yes,2025-07,2025,3,Yes
SR-2025-01612,Waste Management,Illegal Dumping,High,Closed,Ward 1,2025-11-30,2025-12-03,Email,3.0,3.0,7,Yes,2025-11,2025,4,Yes
SR-2025-01613,Water Services,Water Leak,Critical,Closed,Ward 2,2025-11-28,2025-11-30,Phone,2.0,2.0,3,Yes,2025-11,2025,4,Yes
SR-2025-01614,By-law Enforcement,Noise Complaint,Low,Closed,Ward 1,2025-12-22,2026-01-01,In Person,5.0,10.0,14,Yes,2025-12,2025,4,Yes
SR-2025-01615,Parks and Recreation,Grass Cutting,Medium,Closed,Ward 5,2025-03-22,2025-03-30,Phone,3.0,8.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01616,Transportation Services,Traffic Signal Issue,Medium,In Progress,Ward 1,2025-03-25,,Email,,,10,Pending,2025-03,2025,1,No
SR-2025-01617,Parks and Recreation,Grass Cutting,Medium,Closed,Ward 1,2025-05-16,2025-05-23,Mobile App,1.0,7.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01618,Public Works,Snow Removal,Low,In Progress,Ward 1,2025-07-28,,In Person,,,14,Pending,2025-07,2025,3,No
SR-2025-01619,Water Services,Low Water Pressure,Low,Closed,Ward 1,2025-04-25,2025-04-29,Web,4.0,4.0,14,Yes,2025-04,2025,2,Yes
SR-2025-01620,Water Services,Water Quality Concern,Critical,Open,Ward 4,2025-10-02,,Phone,,,3,Pending,2025-10,2025,4,No
SR-2025-01621,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 5,2025-05-12,2025-05-16,Mobile App,4.0,4.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01622,By-law Enforcement,Noise Complaint,Medium,Open,Ward 2,2025-10-20,,Phone,,,10,Pending,2025-10,2025,4,No
SR-2025-01623,Parks and Recreation,Park Equipment Damage,High,Closed,Ward 4,2025-12-04,2025-12-05,Mobile App,5.0,1.0,7,Yes,2025-12,2025,4,Yes
SR-2025-01624,By-law Enforcement,Noise Complaint,Low,Closed,Ward 4,2025-12-04,2025-12-11,In Person,4.0,7.0,14,Yes,2025-12,2025,4,Yes
SR-2025-01625,By-law Enforcement,Parking Complaint,High,Closed,Ward 5,2025-08-05,2025-08-08,Web,5.0,3.0,7,Yes,2025-08,2025,3,Yes
SR-2025-01626,Transportation Services,Traffic Concern,Medium,Open,Ward 1,2025-04-04,,Phone,,,10,Pending,2025-04,2025,2,No
SR-2025-01627,Transportation Services,Streetlight Repair,High,Closed,Ward 4,2025-07-23,2025-07-26,Email,1.0,3.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01628,Waste Management,Recycling Issue,Medium,Open,Ward 4,2025-10-23,,Email,,,10,Pending,2025-10,2025,4,No
SR-2025-01629,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 5,2025-03-02,2025-03-08,Mobile App,4.0,6.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01630,Waste Management,Recycling Issue,Medium,Open,Ward 5,2025-09-07,,Email,,,10,Pending,2025-09,2025,3,No
SR-2025-01631,Transportation Services,Streetlight Repair,Medium,Closed,Ward 3,2025-09-23,2025-09-29,Email,2.0,6.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01632,Transportation Services,Streetlight Repair,Critical,Closed,Ward 1,2025-04-27,2025-04-30,In Person,5.0,3.0,3,Yes,2025-04,2025,2,Yes
SR-2025-01633,Transportation Services,Road Sign Damage,Low,Closed,Ward 1,2025-08-20,2025-08-29,In Person,4.0,9.0,14,Yes,2025-08,2025,3,Yes
SR-2025-01634,Parks and Recreation,Trail Maintenance,High,In Progress,Ward 2,2025-09-19,,Phone,,,7,Pending,2025-09,2025,3,No
SR-2025-01635,Transportation Services,Traffic Signal Issue,High,Closed,Ward 2,2025-07-01,2025-07-06,In Person,4.0,5.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01636,By-law Enforcement,Noise Complaint,High,Closed,Ward 5,2025-04-28,2025-05-04,Phone,5.0,6.0,7,Yes,2025-04,2025,2,Yes
SR-2025-01637,Waste Management,Recycling Issue,Low,Closed,Ward 2,2025-11-21,2025-12-03,In Person,3.0,12.0,14,Yes,2025-11,2025,4,Yes
SR-2025-01638,By-law Enforcement,Animal Complaint,High,Closed,Ward 5,2025-07-25,2025-07-28,Email,4.0,3.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01639,Water Services,Water Quality Concern,Medium,Closed,Ward 5,2025-06-03,2025-06-05,Mobile App,2.0,2.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01640,Parks and Recreation,Tree Maintenance,Low,Closed,Ward 2,2025-03-15,2025-03-25,Email,5.0,10.0,14,Yes,2025-03,2025,1,Yes
SR-2025-01641,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 3,2025-06-29,2025-07-02,Phone,3.0,3.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01642,Water Services,Water Leak,High,Closed,Ward 2,2025-12-11,2025-12-13,Mobile App,3.0,2.0,7,Yes,2025-12,2025,4,Yes
SR-2025-01643,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 5,2025-09-26,2025-09-29,Email,5.0,3.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01644,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 3,2025-11-09,2025-11-18,Mobile App,3.0,9.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01645,Public Works,Snow Removal,High,Closed,Ward 2,2025-11-17,2025-11-21,Email,4.0,4.0,7,Yes,2025-11,2025,4,Yes
SR-2025-01646,Waste Management,Recycling Issue,Medium,Closed,Ward 4,2025-11-05,2025-11-12,Email,3.0,7.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01647,Water Services,Water Leak,Medium,In Progress,Ward 3,2025-05-24,,Mobile App,,,10,Pending,2025-05,2025,2,No
SR-2025-01648,Transportation Services,Road Sign Damage,Medium,Open,Ward 1,2025-07-02,,Web,,,10,Pending,2025-07,2025,3,No
SR-2025-01649,Public Works,Snow Removal,Low,Closed,Ward 1,2025-10-30,2025-11-08,Email,5.0,9.0,14,Yes,2025-10,2025,4,Yes
SR-2025-01650,By-law Enforcement,Animal Complaint,Medium,In Progress,Ward 4,2025-12-08,,Web,,,10,Pending,2025-12,2025,4,No
SR-2025-01651,By-law Enforcement,Noise Complaint,Medium,Open,Ward 5,2025-02-20,,Web,,,10,Pending,2025-02,2025,1,No
SR-2025-01652,Public Works,Road Damage,Medium,Closed,Ward 1,2025-11-06,2025-11-14,Mobile App,5.0,8.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01653,Transportation Services,Traffic Concern,High,Closed,Ward 4,2025-09-25,2025-09-26,Web,5.0,1.0,7,Yes,2025-09,2025,3,Yes
SR-2025-01654,Parks and Recreation,Park Equipment Damage,Low,In Progress,Ward 3,2025-02-20,,Email,,,14,Pending,2025-02,2025,1,No
SR-2025-01655,Public Works,Snow Removal,High,Closed,Ward 2,2025-12-16,2025-12-19,Mobile App,4.0,3.0,7,Yes,2025-12,2025,4,Yes
SR-2025-01656,Water Services,Water Leak,Medium,Closed,Ward 2,2025-11-22,2025-11-28,Phone,5.0,6.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01657,By-law Enforcement,Parking Complaint,High,Open,Ward 4,2025-03-30,,Web,,,7,Pending,2025-03,2025,1,No
SR-2025-01658,Waste Management,Illegal Dumping,Medium,Closed,Ward 1,2025-04-27,2025-05-04,Web,5.0,7.0,10,Yes,2025-04,2025,2,Yes
SR-2025-01659,Transportation Services,Traffic Concern,Medium,Closed,Ward 4,2025-04-06,2025-04-14,Mobile App,3.0,8.0,10,Yes,2025-04,2025,2,Yes
SR-2025-01660,Waste Management,Green Bin Issue,High,Open,Ward 3,2025-03-28,,Web,,,7,Pending,2025-03,2025,1,No
SR-2025-01661,Public Works,Road Damage,Medium,In Progress,Ward 5,2025-12-25,,Mobile App,,,10,Pending,2025-12,2025,4,No
SR-2025-01662,By-law Enforcement,Property Standards,Medium,Closed,Ward 5,2025-04-12,2025-04-15,Email,2.0,3.0,10,Yes,2025-04,2025,2,Yes
SR-2025-01663,Waste Management,Recycling Issue,High,Closed,Ward 1,2025-07-23,2025-07-25,Mobile App,5.0,2.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01664,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 3,2025-01-21,2025-01-26,Web,4.0,5.0,10,Yes,2025-01,2025,1,Yes
SR-2025-01665,Water Services,Low Water Pressure,High,In Progress,Ward 2,2025-05-06,,Email,,,7,Pending,2025-05,2025,2,No
SR-2025-01666,Transportation Services,Traffic Signal Issue,Low,Closed,Ward 4,2025-01-11,2025-01-23,Email,4.0,12.0,14,Yes,2025-01,2025,1,Yes
SR-2025-01667,By-law Enforcement,Property Standards,Medium,Open,Ward 4,2025-10-25,,In Person,,,10,Pending,2025-10,2025,4,No
SR-2025-01668,Water Services,Sewer Backup,High,In Progress,Ward 4,2025-05-15,,Mobile App,,,7,Pending,2025-05,2025,2,No
SR-2025-01669,Waste Management,Recycling Issue,Medium,Closed,Ward 2,2025-12-21,2025-12-25,In Person,4.0,4.0,10,Yes,2025-12,2025,4,Yes
SR-2025-01670,By-law Enforcement,Property Standards,Low,In Progress,Ward 4,2025-09-17,,In Person,,,14,Pending,2025-09,2025,3,No
SR-2025-01671,Waste Management,Missed Garbage Pickup,High,Closed,Ward 5,2025-06-28,2025-07-04,Phone,5.0,6.0,7,Yes,2025-06,2025,2,Yes
SR-2025-01672,Water Services,Sewer Backup,Medium,Closed,Ward 4,2025-11-13,2025-11-22,Web,4.0,9.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01673,Parks and Recreation,Tree Maintenance,Medium,Closed,Ward 2,2025-01-30,2025-02-06,Web,4.0,7.0,10,Yes,2025-01,2025,1,Yes
SR-2025-01674,Transportation Services,Road Sign Damage,Low,Closed,Ward 1,2025-10-19,2025-10-26,In Person,5.0,7.0,14,Yes,2025-10,2025,4,Yes
SR-2025-01675,Water Services,Water Quality Concern,High,In Progress,Ward 2,2025-07-22,,Email,,,7,Pending,2025-07,2025,3,No
SR-2025-01676,Waste Management,Illegal Dumping,Medium,Closed,Ward 5,2025-09-18,2025-09-26,In Person,3.0,8.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01677,Waste Management,Missed Garbage Pickup,Critical,Closed,Ward 1,2025-07-03,2025-07-03,In Person,5.0,0.0,3,Yes,2025-07,2025,3,Yes
SR-2025-01678,Public Works,Snow Removal,High,Closed,Ward 2,2025-05-08,2025-05-13,Phone,5.0,5.0,7,Yes,2025-05,2025,2,Yes
SR-2025-01679,Public Works,Snow Removal,High,Closed,Ward 4,2025-02-18,2025-02-22,Email,4.0,4.0,7,Yes,2025-02,2025,1,Yes
SR-2025-01680,Water Services,Water Quality Concern,Low,Closed,Ward 4,2025-02-19,2025-02-26,Mobile App,4.0,7.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01681,Water Services,Water Leak,Low,Closed,Ward 1,2025-04-27,2025-05-05,Mobile App,5.0,8.0,14,Yes,2025-04,2025,2,Yes
SR-2025-01682,Water Services,Water Leak,Medium,Closed,Ward 1,2025-11-07,2025-11-09,Mobile App,5.0,2.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01683,Public Works,Road Damage,Low,In Progress,Ward 1,2025-01-07,,Mobile App,,,14,Pending,2025-01,2025,1,No
SR-2025-01684,Water Services,Sewer Backup,Low,In Progress,Ward 3,2025-10-16,,Web,,,14,Pending,2025-10,2025,4,No
SR-2025-01685,Parks and Recreation,Park Equipment Damage,Medium,Closed,Ward 1,2025-10-02,2025-10-07,Phone,5.0,5.0,10,Yes,2025-10,2025,4,Yes
SR-2025-01686,By-law Enforcement,Parking Complaint,Medium,In Progress,Ward 2,2025-12-28,,In Person,,,10,Pending,2025-12,2025,4,No
SR-2025-01687,Parks and Recreation,Trail Maintenance,Low,Closed,Ward 3,2025-10-03,2025-10-18,Mobile App,5.0,15.0,14,No,2025-10,2025,4,Yes
SR-2025-01688,Public Works,Sidewalk Damage,Medium,Closed,Ward 5,2025-03-27,2025-03-30,Phone,4.0,3.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01689,By-law Enforcement,Parking Complaint,High,In Progress,Ward 4,2025-10-08,,Email,,,7,Pending,2025-10,2025,4,No
SR-2025-01690,Public Works,Pothole Repair,Medium,Closed,Ward 4,2025-05-03,2025-05-12,Web,3.0,9.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01691,Waste Management,Missed Garbage Pickup,High,In Progress,Ward 5,2025-12-04,,Web,,,7,Pending,2025-12,2025,4,No
SR-2025-01692,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 5,2025-09-27,2025-10-07,Phone,4.0,10.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01693,Waste Management,Illegal Dumping,Low,Open,Ward 4,2025-05-30,,Email,,,14,Pending,2025-05,2025,2,No
SR-2025-01694,Water Services,Water Quality Concern,Low,Closed,Ward 5,2025-02-23,2025-03-03,Email,4.0,8.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01695,Waste Management,Green Bin Issue,Critical,Open,Ward 1,2025-12-17,,In Person,,,3,Pending,2025-12,2025,4,No
SR-2025-01696,Public Works,Road Damage,Critical,Closed,Ward 1,2025-10-28,2025-10-29,In Person,4.0,1.0,3,Yes,2025-10,2025,4,Yes
SR-2025-01697,Public Works,Pothole Repair,Critical,Closed,Ward 4,2025-06-30,2025-06-30,In Person,5.0,0.0,3,Yes,2025-06,2025,2,Yes
SR-2025-01698,By-law Enforcement,Property Standards,Medium,Closed,Ward 2,2025-01-23,2025-01-28,Phone,2.0,5.0,10,Yes,2025-01,2025,1,Yes
SR-2025-01699,Transportation Services,Road Sign Damage,Low,Closed,Ward 1,2025-04-16,2025-04-28,Web,4.0,12.0,14,Yes,2025-04,2025,2,Yes
SR-2025-01700,Water Services,Low Water Pressure,High,Closed,Ward 3,2025-05-29,2025-05-30,Phone,5.0,1.0,7,Yes,2025-05,2025,2,Yes
SR-2025-01701,Water Services,Low Water Pressure,Medium,Open,Ward 2,2025-01-23,,Phone,,,10,Pending,2025-01,2025,1,No
SR-2025-01702,By-law Enforcement,Property Standards,Medium,Closed,Ward 3,2025-08-05,2025-08-11,Email,3.0,6.0,10,Yes,2025-08,2025,3,Yes
SR-2025-01703,Transportation Services,Streetlight Repair,Medium,Closed,Ward 4,2025-05-23,2025-05-28,Mobile App,5.0,5.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01704,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 2,2025-12-23,2026-01-01,Web,3.0,9.0,10,Yes,2025-12,2025,4,Yes
SR-2025-01705,Transportation Services,Streetlight Repair,Low,In Progress,Ward 1,2025-09-08,,Phone,,,14,Pending,2025-09,2025,3,No
SR-2025-01706,By-law Enforcement,Parking Complaint,Low,Open,Ward 4,2025-12-15,,Mobile App,,,14,Pending,2025-12,2025,4,No
SR-2025-01707,By-law Enforcement,Parking Complaint,Medium,Closed,Ward 2,2025-02-25,2025-02-28,Web,4.0,3.0,10,Yes,2025-02,2025,1,Yes
SR-2025-01708,By-law Enforcement,Animal Complaint,Low,Closed,Ward 1,2025-01-19,2025-01-29,Phone,4.0,10.0,14,Yes,2025-01,2025,1,Yes
SR-2025-01709,Public Works,Snow Removal,Low,Open,Ward 2,2025-02-04,,Email,,,14,Pending,2025-02,2025,1,No
SR-2025-01710,By-law Enforcement,Parking Complaint,Medium,Closed,Ward 5,2025-11-02,2025-11-04,Phone,5.0,2.0,10,Yes,2025-11,2025,4,Yes
SR-2025-01711,Parks and Recreation,Grass Cutting,Low,Closed,Ward 3,2025-03-20,2025-03-28,Phone,5.0,8.0,14,Yes,2025-03,2025,1,Yes
SR-2025-01712,Waste Management,Green Bin Issue,Low,Closed,Ward 3,2025-07-20,2025-07-29,In Person,3.0,9.0,14,Yes,2025-07,2025,3,Yes
SR-2025-01713,Public Works,Road Damage,Low,Closed,Ward 4,2025-12-03,2025-12-17,Web,4.0,14.0,14,Yes,2025-12,2025,4,Yes
SR-2025-01714,Parks and Recreation,Grass Cutting,Medium,Closed,Ward 1,2025-06-12,2025-06-14,Email,3.0,2.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01715,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 1,2025-06-14,2025-06-21,Phone,1.0,7.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01716,Public Works,Snow Removal,Low,Closed,Ward 2,2025-07-18,2025-08-02,Web,4.0,15.0,14,No,2025-07,2025,3,Yes
SR-2025-01717,By-law Enforcement,Noise Complaint,Low,Open,Ward 5,2025-09-01,,Email,,,14,Pending,2025-09,2025,3,No
SR-2025-01718,Waste Management,Green Bin Issue,Medium,Open,Ward 4,2025-12-16,,In Person,,,10,Pending,2025-12,2025,4,No
SR-2025-01719,Waste Management,Illegal Dumping,Critical,Closed,Ward 3,2025-09-03,2025-09-04,Phone,4.0,1.0,3,Yes,2025-09,2025,3,Yes
SR-2025-01720,Parks and Recreation,Grass Cutting,Medium,Closed,Ward 3,2025-07-18,2025-07-24,Web,5.0,6.0,10,Yes,2025-07,2025,3,Yes
SR-2025-01721,Water Services,Sewer Backup,Low,Closed,Ward 4,2025-12-30,2026-01-10,Phone,5.0,11.0,14,Yes,2025-12,2025,4,Yes
SR-2025-01722,Transportation Services,Road Sign Damage,Low,Closed,Ward 4,2025-08-02,2025-08-12,Email,5.0,10.0,14,Yes,2025-08,2025,3,Yes
SR-2025-01723,Water Services,Sewer Backup,Medium,Closed,Ward 2,2025-03-10,2025-03-20,Phone,3.0,10.0,10,Yes,2025-03,2025,1,Yes
SR-2025-01724,By-law Enforcement,Property Standards,Critical,Closed,Ward 5,2025-11-13,2025-11-15,Email,5.0,2.0,3,Yes,2025-11,2025,4,Yes
SR-2025-01725,Waste Management,Illegal Dumping,Low,Closed,Ward 3,2025-02-25,2025-03-08,In Person,4.0,11.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01726,Water Services,Water Leak,Low,Closed,Ward 5,2025-03-22,2025-04-04,Email,4.0,13.0,14,Yes,2025-03,2025,1,Yes
SR-2025-01727,Parks and Recreation,Trail Maintenance,Low,Closed,Ward 5,2025-10-18,2025-10-31,Phone,3.0,13.0,14,Yes,2025-10,2025,4,Yes
SR-2025-01728,Transportation Services,Traffic Concern,Medium,Open,Ward 4,2025-03-19,,Mobile App,,,10,Pending,2025-03,2025,1,No
SR-2025-01729,Water Services,Low Water Pressure,High,Closed,Ward 5,2025-09-07,2025-09-10,In Person,4.0,3.0,7,Yes,2025-09,2025,3,Yes
SR-2025-01730,Transportation Services,Streetlight Repair,Medium,Open,Ward 1,2025-02-13,,Web,,,10,Pending,2025-02,2025,1,No
SR-2025-01731,Public Works,Sidewalk Damage,High,Closed,Ward 2,2025-07-02,2025-07-04,Mobile App,5.0,2.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01732,Public Works,Sidewalk Damage,Medium,Closed,Ward 2,2025-08-17,2025-08-26,Mobile App,4.0,9.0,10,Yes,2025-08,2025,3,Yes
SR-2025-01733,Waste Management,Missed Garbage Pickup,High,Closed,Ward 5,2025-03-19,2025-03-21,In Person,4.0,2.0,7,Yes,2025-03,2025,1,Yes
SR-2025-01734,Water Services,Low Water Pressure,Medium,Closed,Ward 2,2025-12-25,2025-12-31,Web,5.0,6.0,10,Yes,2025-12,2025,4,Yes
SR-2025-01735,Transportation Services,Traffic Signal Issue,High,Closed,Ward 4,2025-01-21,2025-01-23,Email,5.0,2.0,7,Yes,2025-01,2025,1,Yes
SR-2025-01736,Water Services,Low Water Pressure,High,Closed,Ward 2,2025-07-05,2025-07-09,Email,4.0,4.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01737,Public Works,Snow Removal,Critical,Closed,Ward 1,2025-06-23,2025-06-23,Phone,5.0,0.0,3,Yes,2025-06,2025,2,Yes
SR-2025-01738,Parks and Recreation,Grass Cutting,Medium,In Progress,Ward 2,2025-02-26,,Mobile App,,,10,Pending,2025-02,2025,1,No
SR-2025-01739,Waste Management,Missed Garbage Pickup,Medium,In Progress,Ward 1,2025-09-11,,In Person,,,10,Pending,2025-09,2025,3,No
SR-2025-01740,By-law Enforcement,Animal Complaint,Critical,Closed,Ward 5,2025-05-10,2025-05-11,Web,4.0,1.0,3,Yes,2025-05,2025,2,Yes
SR-2025-01741,Water Services,Sewer Backup,High,Closed,Ward 4,2025-05-03,2025-05-09,Email,4.0,6.0,7,Yes,2025-05,2025,2,Yes
SR-2025-01742,Waste Management,Missed Garbage Pickup,Medium,In Progress,Ward 4,2025-12-03,,Web,,,10,Pending,2025-12,2025,4,No
SR-2025-01743,Waste Management,Missed Garbage Pickup,Low,In Progress,Ward 1,2025-11-16,,In Person,,,14,Pending,2025-11,2025,4,No
SR-2025-01744,Public Works,Sidewalk Damage,Medium,In Progress,Ward 4,2025-07-14,,Web,,,10,Pending,2025-07,2025,3,No
SR-2025-01745,Transportation Services,Road Sign Damage,Medium,Closed,Ward 3,2025-09-20,2025-09-28,Phone,4.0,8.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01746,Waste Management,Illegal Dumping,Medium,Closed,Ward 1,2025-05-17,2025-05-20,Mobile App,5.0,3.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01747,By-law Enforcement,Noise Complaint,Low,Closed,Ward 3,2025-02-24,2025-03-02,Web,2.0,6.0,14,Yes,2025-02,2025,1,Yes
SR-2025-01748,Parks and Recreation,Park Equipment Damage,High,In Progress,Ward 1,2025-01-05,,Mobile App,,,7,Pending,2025-01,2025,1,No
SR-2025-01749,By-law Enforcement,Noise Complaint,Low,Closed,Ward 1,2025-08-24,2025-09-06,In Person,5.0,13.0,14,Yes,2025-08,2025,3,Yes
SR-2025-01750,Public Works,Pothole Repair,High,Closed,Ward 1,2025-02-11,2025-02-13,Web,2.0,2.0,7,Yes,2025-02,2025,1,Yes
SR-2025-01751,Water Services,Low Water Pressure,Low,Closed,Ward 2,2025-07-18,2025-07-26,Email,4.0,8.0,14,Yes,2025-07,2025,3,Yes
SR-2025-01752,Parks and Recreation,Trail Maintenance,Medium,Closed,Ward 5,2025-05-28,2025-05-30,Web,4.0,2.0,10,Yes,2025-05,2025,2,Yes
SR-2025-01753,Public Works,Road Damage,Critical,Closed,Ward 1,2025-10-05,2025-10-06,Phone,5.0,1.0,3,Yes,2025-10,2025,4,Yes
SR-2025-01754,Parks and Recreation,Grass Cutting,High,Closed,Ward 3,2025-07-22,2025-07-28,In Person,5.0,6.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01755,Water Services,Sewer Backup,Low,Closed,Ward 1,2025-06-26,2025-07-10,Mobile App,3.0,14.0,14,Yes,2025-06,2025,2,Yes
SR-2025-01756,Waste Management,Recycling Issue,Low,Closed,Ward 4,2025-06-26,2025-07-10,Web,2.0,14.0,14,Yes,2025-06,2025,2,Yes
SR-2025-01757,Transportation Services,Traffic Concern,Low,Open,Ward 3,2025-02-15,,In Person,,,14,Pending,2025-02,2025,1,No
SR-2025-01758,Waste Management,Missed Garbage Pickup,Medium,Closed,Ward 4,2025-06-13,2025-06-22,Mobile App,4.0,9.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01759,Water Services,Sewer Backup,High,Closed,Ward 1,2025-04-08,2025-04-10,Mobile App,4.0,2.0,7,Yes,2025-04,2025,2,Yes
SR-2025-01760,Water Services,Water Quality Concern,High,Closed,Ward 4,2025-07-26,2025-07-30,Email,5.0,4.0,7,Yes,2025-07,2025,3,Yes
SR-2025-01761,Parks and Recreation,Park Equipment Damage,High,Closed,Ward 3,2025-01-13,2025-01-20,Email,3.0,7.0,7,Yes,2025-01,2025,1,Yes
SR-2025-01762,Transportation Services,Traffic Signal Issue,Medium,Closed,Ward 2,2025-12-05,2025-12-09,Phone,3.0,4.0,10,Yes,2025-12,2025,4,Yes
SR-2025-01763,Public Works,Pothole Repair,Medium,Closed,Ward 4,2025-06-22,2025-06-27,Phone,1.0,5.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01764,Waste Management,Illegal Dumping,Low,Closed,Ward 2,2025-09-13,2025-09-22,Email,4.0,9.0,14,Yes,2025-09,2025,3,Yes
SR-2025-01765,Transportation Services,Streetlight Repair,Medium,Closed,Ward 2,2025-06-15,2025-06-24,Phone,4.0,9.0,10,Yes,2025-06,2025,2,Yes
SR-2025-01766,By-law Enforcement,Animal Complaint,High,Closed,Ward 3,2025-01-07,2025-01-10,Mobile App,4.0,3.0,7,Yes,2025-01,2025,1,Yes
SR-2025-01767,Transportation Services,Traffic Concern,Medium,Closed,Ward 3,2025-09-29,2025-10-05,Phone,4.0,6.0,10,Yes,2025-09,2025,3,Yes
SR-2025-01768,Waste Management,Green Bin Issue,Low,Closed,Ward 3,2025-08-02,2025-08-08,Phone,3.0,6.0,14,Yes,2025-08,2025,3,Yes
SR-2025-01769,Waste Management,Green Bin Issue,High,Closed,Ward 2,2025-10-23,2025-10-30,Phone,4.0,7.0,7,Yes,2025-10,2025,4,Yes
SR-2025-01770,Waste Management,Recycling Issue,High,Closed,Ward 1,2025-05-08,2025-05-12,Mobile App,4.0,4.0,7,Yes,2025-05,2025,2,Yes
SR-2025-01771,By-law Enforcement,Noise Complaint,Medium,Closed,Ward 4,2025-06-14,2025-06-17,In Person,4.0,3.0,10,Yes,2025-06,2025,2,Yes
